EventTrackSequentialID;OwnerIdentity;StorageDate;Category;Action
18764;carnabelo@msging.net;2018-02-06 00:13:15.51 -02:00;Flow;API -  Carrossel - Bairro
18765;carnabelo@msging.net;2018-02-06 00:13:23.47 -02:00;Flow;Selecionar data
18766;carnabelo@msging.net;2018-02-06 00:13:27.55 -02:00;Flow;API  - Carrossel blocos  - Agenda
18767;carnabelo@msging.net;2018-02-06 00:13:27.60 -02:00;Pesquisa - Bairro;Savassi
18768;carnabelo@msging.net;2018-02-06 00:13:36.20 -02:00;Pesquisa - Dia;11/02/2018
18769;carnabelo@msging.net;2018-02-06 00:13:36.35 -02:00;Flow;API -  Carrossel - Bairro
18770;carnabelo@msging.net;2018-02-06 00:13:37.38 -02:00;Flow;Respostas para carrossel
18771;carnabelo@msging.net;2018-02-06 00:13:37.52 -02:00;Flow;API  - Carrossel blocos  - Agenda
18772;carnabelo@msging.net;2018-02-06 00:13:37.58 -02:00;Pesquisa - Bairro;Floresta
18773;carnabelo@msging.net;2018-02-06 00:13:58.58 -02:00;Flow;API  - Carrossel blocos  - Agenda
18774;carnabelo@msging.net;2018-02-06 00:13:58.69 -02:00;Pesquisa - Bairro;Santa Efigênia
18775;carnabelo@msging.net;2018-02-06 00:14:19.06 -02:00;Flow;Respostas para carrossel
18776;carnabelo@msging.net;2018-02-06 00:14:19.23 -02:00;Flow;API  - Carrossel blocos  - Agenda
18777;carnabelo@msging.net;2018-02-06 00:14:19.30 -02:00;Pesquisa - Bairro;Funcionários
18778;carnabelo@msging.net;2018-02-06 00:14:21.00 -02:00;Flow;Respostas para carrossel
18779;carnabelo@msging.net;2018-02-06 00:14:21.19 -02:00;Flow;API - Consultar blocos hoje
18780;carnabelo@msging.net;2018-02-06 00:14:21.33 -02:00;Flow;Hoje - Nenhum bloco encontrado
18781;carnabelo@msging.net;2018-02-06 00:14:23.45 -02:00;Flow;Selecionar data
18782;carnabelo@msging.net;2018-02-06 00:14:38.31 -02:00;Flow;Respostas para carrossel
18783;carnabelo@msging.net;2018-02-06 00:14:38.54 -02:00;Flow;API  - Carrossel blocos  - Agenda
18784;carnabelo@msging.net;2018-02-06 00:14:38.62 -02:00;Pesquisa - Bairro;Floresta
18785;carnabelo@msging.net;2018-02-06 00:14:47.05 -02:00;Pesquisa - Dia;Blocos para beijar
18786;carnabelo@msging.net;2018-02-06 00:14:47.22 -02:00;Flow;Fallback - Diversos
18787;carnabelo@msging.net;2018-02-06 00:14:47.30 -02:00;Flow;Fallback - Musica
18788;carnabelo@msging.net;2018-02-06 00:14:47.39 -02:00;Flow;Fallback - Nome de Bloco
18789;carnabelo@msging.net;2018-02-06 00:14:47.49 -02:00;Flow;Fallback  - IA
18790;carnabelo@msging.net;2018-02-06 00:14:48.37 -02:00;Flow;IA - Sentimento
18791;carnabelo@msging.net;2018-02-06 00:14:48.48 -02:00;Flow;Sentimento - Amor
18792;carnabelo@msging.net;2018-02-06 00:14:49.64 -02:00;Flow;Indicar - Enviar foto
18793;carnabelo@msging.net;2018-02-06 00:14:58.44 -02:00;Flow;Respostas para carrossel
18794;carnabelo@msging.net;2018-02-06 00:14:58.64 -02:00;Flow;API  - Carrossel blocos  - Agenda
18795;carnabelo@msging.net;2018-02-06 00:14:58.73 -02:00;Pesquisa - Bairro;Centro
18796;carnabelo@msging.net;2018-02-06 00:15:13.91 -02:00;Flow;Fallback - MediaLink
18797;carnabelo@msging.net;2018-02-06 00:15:14.28 -02:00;Flow;Retornar imagem
18798;carnabelo@msging.net;2018-02-06 00:15:24.58 -02:00;Flow;Respostas para carrossel
18799;carnabelo@msging.net;2018-02-06 00:15:24.74 -02:00;Flow;API  - Carrossel blocos  - Agenda
18800;carnabelo@msging.net;2018-02-06 00:15:24.80 -02:00;Pesquisa - Bairro;Santa Tereza
18801;carnabelo@msging.net;2018-02-06 00:15:43.50 -02:00;Flow;Respostas para carrossel
18802;carnabelo@msging.net;2018-02-06 00:15:43.65 -02:00;Flow;API  - Carrossel blocos  - Agenda
18803;carnabelo@msging.net;2018-02-06 00:15:43.73 -02:00;Pesquisa - Bairro;Barro Preto
18804;carnabelo@msging.net;2018-02-06 00:27:27.28 -02:00;Flow;Respostas para carrossel
18805;carnabelo@msging.net;2018-02-06 00:27:27.52 -02:00;Flow;Selecionar data
18806;carnabelo@msging.net;2018-02-06 00:27:37.94 -02:00;Pesquisa - Dia;10/02/2018
18807;carnabelo@msging.net;2018-02-06 00:27:38.04 -02:00;Flow;API -  Carrossel - Bairro
18808;carnabelo@msging.net;2018-02-06 00:28:05.71 -02:00;Flow;API  - Carrossel blocos  - Agenda
18809;carnabelo@msging.net;2018-02-06 00:28:05.76 -02:00;Pesquisa - Bairro;Barreiro
18810;carnabelo@msging.net;2018-02-06 00:28:31.29 -02:00;Flow;Respostas para carrossel
18811;carnabelo@msging.net;2018-02-06 00:28:31.43 -02:00;Flow;API  - Carrossel blocos  - Agenda
18812;carnabelo@msging.net;2018-02-06 00:28:31.48 -02:00;Pesquisa - Bairro;Pampulha 
18813;carnabelo@msging.net;2018-02-06 00:28:44.12 -02:00;Flow;Respostas para carrossel
18814;carnabelo@msging.net;2018-02-06 00:28:44.29 -02:00;Flow;API  - Carrossel blocos  - Agenda
18815;carnabelo@msging.net;2018-02-06 00:28:44.35 -02:00;Pesquisa - Bairro;Centro
18816;carnabelo@msging.net;2018-02-06 00:29:16.70 -02:00;Flow;Respostas para carrossel
18817;carnabelo@msging.net;2018-02-06 00:29:16.85 -02:00;Flow;API  - Carrossel blocos  - Agenda
18818;carnabelo@msging.net;2018-02-06 00:29:16.93 -02:00;Pesquisa - Bairro;Santa Tereza
18819;carnabelo@msging.net;2018-02-06 00:29:33.91 -02:00;Flow;Respostas para carrossel
18820;carnabelo@msging.net;2018-02-06 00:29:34.05 -02:00;Flow;API  - Carrossel blocos  - Agenda
18821;carnabelo@msging.net;2018-02-06 00:29:34.11 -02:00;Pesquisa - Bairro;Santo Agostinho
18822;carnabelo@msging.net;2018-02-06 00:29:47.43 -02:00;Flow;Respostas para carrossel
18823;carnabelo@msging.net;2018-02-06 00:29:47.61 -02:00;Flow;API  - Carrossel blocos  - Agenda
18824;carnabelo@msging.net;2018-02-06 00:29:47.70 -02:00;Pesquisa - Bairro;Anchieta
18825;carnabelo@msging.net;2018-02-06 00:30:00.07 -02:00;Flow;Respostas para carrossel
18826;carnabelo@msging.net;2018-02-06 00:30:00.26 -02:00;Flow;API  - Carrossel blocos  - Agenda
18827;carnabelo@msging.net;2018-02-06 00:30:00.34 -02:00;Pesquisa - Bairro;Floresta
18828;carnabelo@msging.net;2018-02-06 00:30:17.32 -02:00;Flow;Respostas para carrossel
18829;carnabelo@msging.net;2018-02-06 00:30:17.45 -02:00;Flow;API  - Carrossel blocos  - Agenda
18830;carnabelo@msging.net;2018-02-06 00:30:17.51 -02:00;Pesquisa - Bairro;Funcionários
18831;carnabelo@msging.net;2018-02-06 00:30:37.13 -02:00;Flow;Respostas para carrossel
18832;carnabelo@msging.net;2018-02-06 00:30:37.31 -02:00;Flow;API  - Carrossel blocos  - Agenda
18833;carnabelo@msging.net;2018-02-06 00:30:37.38 -02:00;Pesquisa - Bairro;Savassi
18834;carnabelo@msging.net;2018-02-06 00:30:56.16 -02:00;Flow;Respostas para carrossel
18835;carnabelo@msging.net;2018-02-06 00:30:56.32 -02:00;Flow;API  - Carrossel blocos  - Agenda
18836;carnabelo@msging.net;2018-02-06 00:30:56.39 -02:00;Pesquisa - Bairro;Cruzeiro
18837;carnabelo@msging.net;2018-02-06 00:31:12.51 -02:00;Flow;Respostas para carrossel
18838;carnabelo@msging.net;2018-02-06 00:31:12.64 -02:00;Flow;API  - Carrossel blocos  - Agenda
18839;carnabelo@msging.net;2018-02-06 00:31:12.69 -02:00;Pesquisa - Bairro;São Pedro
18840;carnabelo@msging.net;2018-02-06 00:37:27.94 -02:00;Flow;API - Consultar blocos hoje
18841;carnabelo@msging.net;2018-02-06 00:37:28.13 -02:00;Flow;Hoje - Nenhum bloco encontrado
18842;carnabelo@msging.net;2018-02-06 00:37:30.35 -02:00;Flow;Selecionar data
18843;carnabelo@msging.net;2018-02-06 00:37:34.94 -02:00;Pesquisa - Dia;08/02/2018
18844;carnabelo@msging.net;2018-02-06 00:37:35.08 -02:00;Flow;API -  Carrossel - Bairro
18845;carnabelo@msging.net;2018-02-06 00:37:41.53 -02:00;Flow;API  - Carrossel blocos  - Agenda
18846;carnabelo@msging.net;2018-02-06 00:37:41.60 -02:00;Pesquisa - Bairro;Centro
18847;carnabelo@msging.net;2018-02-06 00:37:49.12 -02:00;Flow;Respostas para carrossel
18848;carnabelo@msging.net;2018-02-06 00:37:49.24 -02:00;Flow;API - Buscar info do bloco
18849;carnabelo@msging.net;2018-02-06 00:37:49.48 -02:00;Flow;API - Como Chegar
18850;carnabelo@msging.net;2018-02-06 00:37:49.58 -02:00;Como chegar;Bloco - Ubloco
18851;carnabelo@msging.net;2018-02-06 01:49:05.28 -02:00;Flow;Boas vindas
18852;carnabelo@msging.net;2018-02-06 01:49:53.15 -02:00;Flow;Objetivo - Beijar
18853;carnabelo@msging.net;2018-02-06 01:49:53.24 -02:00;Objetivo;Beijar
18854;carnabelo@msging.net;2018-02-06 01:49:55.43 -02:00;Flow;Intro
18855;carnabelo@msging.net;2018-02-06 01:49:59.59 -02:00;Flow;Menu
18856;carnabelo@msging.net;2018-02-06 01:51:14.60 -02:00;Flow;Selecionar data
18857;carnabelo@msging.net;2018-02-06 01:51:34.11 -02:00;Pesquisa - Dia;10/02/2018
18858;carnabelo@msging.net;2018-02-06 01:51:34.24 -02:00;Flow;API -  Carrossel - Bairro
18859;carnabelo@msging.net;2018-02-06 01:52:11.08 -02:00;Flow;API  - Carrossel blocos  - Agenda
18860;carnabelo@msging.net;2018-02-06 01:52:11.16 -02:00;Pesquisa - Bairro;Centro
18861;carnabelo@msging.net;2018-02-06 01:54:03.52 -02:00;Flow;Respostas para carrossel
18862;carnabelo@msging.net;2018-02-06 01:54:03.69 -02:00;Flow;API  - Carrossel blocos  - Agenda
18863;carnabelo@msging.net;2018-02-06 01:54:03.74 -02:00;Pesquisa - Bairro;Centro
18864;carnabelo@msging.net;2018-02-06 01:55:05.48 -02:00;Flow;Respostas para carrossel
18865;carnabelo@msging.net;2018-02-06 01:55:05.64 -02:00;Flow;API - Buscar info do bloco
18866;carnabelo@msging.net;2018-02-06 01:55:06.20 -02:00;Flow;API - Salvar - Bloco
18867;carnabelo@msging.net;2018-02-06 01:55:06.31 -02:00;Eu vou;Bloco - Transa! - Atrás do trio elétrico
18868;carnabelo@msging.net;2018-02-06 01:55:07.52 -02:00;Flow;Criar lista de distribuicao
18869;carnabelo@msging.net;2018-02-06 01:55:07.62 -02:00;Flow;Verificar - Horario bloco
18870;carnabelo@msging.net;2018-02-06 01:55:08.41 -02:00;Flow;Agendar - Push
18871;carnabelo@msging.net;2018-02-06 01:55:08.55 -02:00;Flow;Bloco - Agendado
18872;carnabelo@msging.net;2018-02-06 01:57:33.11 -02:00;Flow;Selecionar data
18873;carnabelo@msging.net;2018-02-06 01:57:45.56 -02:00;Pesquisa - Dia;12/02/2018
18874;carnabelo@msging.net;2018-02-06 01:57:45.64 -02:00;Flow;API -  Carrossel - Bairro
18875;carnabelo@msging.net;2018-02-06 01:57:55.22 -02:00;Flow;API  - Carrossel blocos  - Agenda
18876;carnabelo@msging.net;2018-02-06 01:57:55.29 -02:00;Pesquisa - Bairro;Centro
18877;carnabelo@msging.net;2018-02-06 01:58:30.99 -02:00;Flow;Respostas para carrossel
18878;carnabelo@msging.net;2018-02-06 01:58:31.12 -02:00;Flow;API - Buscar info do bloco
18879;carnabelo@msging.net;2018-02-06 01:58:31.49 -02:00;Flow;API - Salvar - Bloco
18880;carnabelo@msging.net;2018-02-06 01:58:31.62 -02:00;Eu vou;Bloco - Baianas Ozadas
18881;carnabelo@msging.net;2018-02-06 01:58:32.57 -02:00;Flow;Criar lista de distribuicao
18882;carnabelo@msging.net;2018-02-06 01:58:32.68 -02:00;Flow;Verificar - Horario bloco
18883;carnabelo@msging.net;2018-02-06 01:58:33.21 -02:00;Flow;Agendar - Push
18884;carnabelo@msging.net;2018-02-06 01:58:33.32 -02:00;Flow;Bloco - Agendado
18885;carnabelo@msging.net;2018-02-06 02:10:41.85 -02:00;Flow;API  - Carrossel blocos  - Agenda
18886;carnabelo@msging.net;2018-02-06 02:10:41.94 -02:00;Pesquisa - Bairro;Savassi
18887;carnabelo@msging.net;2018-02-06 02:10:58.79 -02:00;Flow;Respostas para carrossel
18888;carnabelo@msging.net;2018-02-06 02:10:58.93 -02:00;Flow;API - Buscar info do bloco
18889;carnabelo@msging.net;2018-02-06 02:10:59.18 -02:00;Flow;API - Salvar - Bloco
18890;carnabelo@msging.net;2018-02-06 02:10:59.29 -02:00;Eu vou;Bloco - Bloco da Calixto
18891;carnabelo@msging.net;2018-02-06 02:11:00.48 -02:00;Flow;Criar lista de distribuicao
18892;carnabelo@msging.net;2018-02-06 02:11:00.60 -02:00;Flow;Verificar - Horario bloco
18893;carnabelo@msging.net;2018-02-06 02:11:01.34 -02:00;Flow;Agendar - Push
18894;carnabelo@msging.net;2018-02-06 02:11:01.45 -02:00;Flow;Bloco - Agendado
18895;carnabelo@msging.net;2018-02-06 07:58:31.05 -02:00;Flow;Respostas para carrossel
18896;carnabelo@msging.net;2018-02-06 07:58:31.29 -02:00;Flow;Fallback - Diversos
18897;carnabelo@msging.net;2018-02-06 07:58:31.41 -02:00;Flow;Fallback - Musica
18898;carnabelo@msging.net;2018-02-06 07:58:31.54 -02:00;Flow;Fallback - Nome de Bloco
18899;carnabelo@msging.net;2018-02-06 07:58:31.63 -02:00;Flow;Fallback  - IA
18900;carnabelo@msging.net;2018-02-06 07:58:33.73 -02:00;Flow;API - Verificar - Nome do  Bairro
18901;carnabelo@msging.net;2018-02-06 07:58:33.88 -02:00;Flow;API - Verificar - Nome do Bloco
18902;carnabelo@msging.net;2018-02-06 07:58:53.21 -02:00;Flow;Fallback - Diversos
18903;carnabelo@msging.net;2018-02-06 07:58:53.39 -02:00;Flow;Fallback - Musica
18904;carnabelo@msging.net;2018-02-06 07:58:53.54 -02:00;Flow;Fallback - Nome de Bloco
18905;carnabelo@msging.net;2018-02-06 07:58:53.67 -02:00;Flow;Fallback  - IA
18906;carnabelo@msging.net;2018-02-06 07:58:54.44 -02:00;Flow;IA - OQueVaiTer
18907;carnabelo@msging.net;2018-02-06 07:58:54.58 -02:00;Flow;Intro - Pesquisa por dia
18908;carnabelo@msging.net;2018-02-06 07:58:55.74 -02:00;Flow;Selecionar data
18909;carnabelo@msging.net;2018-02-06 07:59:04.14 -02:00;Pesquisa - Dia;11/02/2018
18910;carnabelo@msging.net;2018-02-06 07:59:04.27 -02:00;Flow;API -  Carrossel - Bairro
18911;carnabelo@msging.net;2018-02-06 07:59:34.35 -02:00;Flow;API  - Carrossel blocos  - Agenda
18912;carnabelo@msging.net;2018-02-06 07:59:34.43 -02:00;Pesquisa - Bairro;Santa Tereza
18913;carnabelo@msging.net;2018-02-06 08:09:12.62 -02:00;Flow;Boas vindas
18914;carnabelo@msging.net;2018-02-06 08:09:30.86 -02:00;Flow;Objetivo - Beijar
18915;carnabelo@msging.net;2018-02-06 08:09:30.93 -02:00;Objetivo;Beijar
18916;carnabelo@msging.net;2018-02-06 08:09:33.09 -02:00;Flow;Intro
18917;carnabelo@msging.net;2018-02-06 08:09:37.22 -02:00;Flow;Menu
18918;carnabelo@msging.net;2018-02-06 08:09:56.90 -02:00;Flow;Selecionar data
18919;carnabelo@msging.net;2018-02-06 08:10:06.98 -02:00;Pesquisa - Dia;09/02/2018
18920;carnabelo@msging.net;2018-02-06 08:10:07.14 -02:00;Flow;API -  Carrossel - Bairro
18921;carnabelo@msging.net;2018-02-06 08:10:18.25 -02:00;Flow;API  - Carrossel blocos  - Agenda
18922;carnabelo@msging.net;2018-02-06 08:10:18.33 -02:00;Pesquisa - Bairro;Bairro Silveira
18923;carnabelo@msging.net;2018-02-06 08:11:56.83 -02:00;Flow;Boas vindas
18924;carnabelo@msging.net;2018-02-06 08:12:10.51 -02:00;Flow;Objetivo - Beijar
18925;carnabelo@msging.net;2018-02-06 08:12:10.59 -02:00;Objetivo;Beijar
18926;carnabelo@msging.net;2018-02-06 08:12:12.76 -02:00;Flow;Intro
18927;carnabelo@msging.net;2018-02-06 08:12:16.90 -02:00;Flow;Menu
18928;carnabelo@msging.net;2018-02-06 08:12:22.64 -02:00;Flow;API - Consultar blocos hoje
18929;carnabelo@msging.net;2018-02-06 08:12:22.77 -02:00;Flow;Hoje - Nenhum bloco encontrado
18930;carnabelo@msging.net;2018-02-06 08:12:24.90 -02:00;Flow;Selecionar data
18931;carnabelo@msging.net;2018-02-06 08:12:40.09 -02:00;Pesquisa - Dia;12/02/2018
18932;carnabelo@msging.net;2018-02-06 08:12:40.18 -02:00;Flow;API -  Carrossel - Bairro
18933;carnabelo@msging.net;2018-02-06 09:00:03.56 -02:00;Flow;Boas vindas
18934;carnabelo@msging.net;2018-02-06 09:00:21.21 -02:00;Flow;Boas vindas
18935;carnabelo@msging.net;2018-02-06 09:00:35.18 -02:00;Flow;Objetivo - Tudo
18936;carnabelo@msging.net;2018-02-06 09:00:35.26 -02:00;Objetivo;Tudo
18937;carnabelo@msging.net;2018-02-06 09:00:37.50 -02:00;Flow;Intro
18938;carnabelo@msging.net;2018-02-06 09:00:41.61 -02:00;Flow;Menu
18939;carnabelo@msging.net;2018-02-06 09:00:56.97 -02:00;Flow;API - Consultar blocos hoje
18940;carnabelo@msging.net;2018-02-06 09:00:57.09 -02:00;Flow;Hoje - Nenhum bloco encontrado
18941;carnabelo@msging.net;2018-02-06 09:00:59.21 -02:00;Flow;Selecionar data
18942;carnabelo@msging.net;2018-02-06 09:01:02.82 -02:00;Pesquisa - Dia;08/02/2018
18943;carnabelo@msging.net;2018-02-06 09:01:02.96 -02:00;Flow;API -  Carrossel - Bairro
18944;carnabelo@msging.net;2018-02-06 09:01:24.83 -02:00;Flow;API  - Carrossel blocos  - Agenda
18945;carnabelo@msging.net;2018-02-06 09:01:24.93 -02:00;Pesquisa - Bairro;Floresta
18946;carnabelo@msging.net;2018-02-06 09:01:27.12 -02:00;Flow;Objetivo - Tudo
18947;carnabelo@msging.net;2018-02-06 09:01:27.19 -02:00;Objetivo;Tudo
18948;carnabelo@msging.net;2018-02-06 09:01:29.35 -02:00;Flow;Intro
18949;carnabelo@msging.net;2018-02-06 09:01:33.49 -02:00;Flow;Menu
18950;carnabelo@msging.net;2018-02-06 09:01:53.89 -02:00;Flow;Respostas para carrossel
18951;carnabelo@msging.net;2018-02-06 09:01:54.06 -02:00;Flow;API  - Carrossel blocos  - Agenda
18952;carnabelo@msging.net;2018-02-06 09:01:54.12 -02:00;Pesquisa - Bairro;Santa Rosa
18953;carnabelo@msging.net;2018-02-06 09:02:00.34 -02:00;Flow;Selecionar data
18954;carnabelo@msging.net;2018-02-06 09:02:22.95 -02:00;Pesquisa - Dia;08/02/2018
18955;carnabelo@msging.net;2018-02-06 09:02:23.09 -02:00;Flow;API -  Carrossel - Bairro
18956;carnabelo@msging.net;2018-02-06 09:02:38.37 -02:00;Flow;API  - Carrossel blocos  - Agenda
18957;carnabelo@msging.net;2018-02-06 09:02:38.43 -02:00;Pesquisa - Bairro;Horto Florestal
18958;carnabelo@msging.net;2018-02-06 09:02:56.75 -02:00;Flow;Boas vindas
18959;carnabelo@msging.net;2018-02-06 09:03:12.11 -02:00;Flow;Objetivo - Tudo
18960;carnabelo@msging.net;2018-02-06 09:03:12.20 -02:00;Objetivo;Tudo
18961;carnabelo@msging.net;2018-02-06 09:03:14.34 -02:00;Flow;Intro
18962;carnabelo@msging.net;2018-02-06 09:03:18.47 -02:00;Flow;Menu
18963;carnabelo@msging.net;2018-02-06 09:03:32.04 -02:00;Flow;Enviar localizacao
18964;carnabelo@msging.net;2018-02-06 09:03:37.60 -02:00;Flow;Respostas para carrossel
18965;carnabelo@msging.net;2018-02-06 09:03:37.77 -02:00;Flow;Selecionar data
18966;carnabelo@msging.net;2018-02-06 09:04:03.91 -02:00;Pesquisa - Dia;📍 Mais próximo
18967;carnabelo@msging.net;2018-02-06 09:04:04.11 -02:00;Flow;Enviar localizacao
18968;carnabelo@msging.net;2018-02-06 09:04:04.84 -02:00;Flow;Selecionar data
18969;carnabelo@msging.net;2018-02-06 09:04:09.53 -02:00;Pesquisa - Dia;11/02/2018
18970;carnabelo@msging.net;2018-02-06 09:04:09.65 -02:00;Flow;API -  Carrossel - Bairro
18971;carnabelo@msging.net;2018-02-06 09:04:16.43 -02:00;Flow;API - Consultar  blocos -  Localizacao
18972;carnabelo@msging.net;2018-02-06 09:04:16.59 -02:00;Flow;API - Carrossel blocos -  Localizacao
18973;carnabelo@msging.net;2018-02-06 09:04:18.79 -02:00;Flow;API  - Carrossel blocos  - Agenda
18974;carnabelo@msging.net;2018-02-06 09:04:18.87 -02:00;Pesquisa - Bairro;Funcionários
18975;carnabelo@msging.net;2018-02-06 09:04:26.64 -02:00;Flow;Respostas para carrossel
18976;carnabelo@msging.net;2018-02-06 09:04:26.79 -02:00;Flow;API - Buscar info do bloco
18977;carnabelo@msging.net;2018-02-06 09:04:27.04 -02:00;Flow;API - Salvar - Bloco
18978;carnabelo@msging.net;2018-02-06 09:04:27.15 -02:00;Eu vou;Bloco - AbacaBloco
18979;carnabelo@msging.net;2018-02-06 09:04:28.37 -02:00;Flow;Criar lista de distribuicao
18980;carnabelo@msging.net;2018-02-06 09:04:28.51 -02:00;Flow;Verificar - Horario bloco
18981;carnabelo@msging.net;2018-02-06 09:04:29.19 -02:00;Flow;Agendar - Push
18982;carnabelo@msging.net;2018-02-06 09:04:29.33 -02:00;Flow;Bloco - Agendado
18983;carnabelo@msging.net;2018-02-06 09:04:42.73 -02:00;Flow;Menu  - Dicas de carnaval
18984;carnabelo@msging.net;2018-02-06 09:04:42.85 -02:00;Flow;Menu  - Dicas de carnaval -1
18985;carnabelo@msging.net;2018-02-06 09:04:51.30 -02:00;Flow;Menu
18986;carnabelo@msging.net;2018-02-06 09:11:07.96 -02:00;Flow;Fallback - MediaLink
18987;carnabelo@msging.net;2018-02-06 09:11:08.49 -02:00;Flow;Retornar imagem
18988;carnabelo@msging.net;2018-02-06 09:14:18.87 -02:00;Flow;Fallback - Diversos
18989;carnabelo@msging.net;2018-02-06 09:14:19.05 -02:00;Flow;Fallback - Musica
18990;carnabelo@msging.net;2018-02-06 09:14:19.19 -02:00;Flow;Playlists
18991;carnabelo@msging.net;2018-02-06 09:14:22.36 -02:00;Flow;Ouvir playlist
18992;carnabelo@msging.net;2018-02-06 10:19:12.10 -02:00;Flow;Respostas para carrossel
18993;carnabelo@msging.net;2018-02-06 10:19:12.30 -02:00;Flow;Enviar localizacao
18994;carnabelo@msging.net;2018-02-06 10:19:22.06 -02:00;Flow;Selecionar data
18995;carnabelo@msging.net;2018-02-06 10:19:31.55 -02:00;Pesquisa - Dia;hoje
18996;carnabelo@msging.net;2018-02-06 10:19:32.63 -02:00;Flow;API - Consultar blocos hoje
18997;carnabelo@msging.net;2018-02-06 10:19:32.78 -02:00;Flow;Hoje - Nenhum bloco encontrado
18998;carnabelo@msging.net;2018-02-06 10:19:34.94 -02:00;Flow;Selecionar data
18999;carnabelo@msging.net;2018-02-06 10:19:44.08 -02:00;Pesquisa - Dia;amanhã
19000;carnabelo@msging.net;2018-02-06 10:19:44.57 -02:00;Flow;API - Consultar blocos amanha
19001;carnabelo@msging.net;2018-02-06 10:19:44.71 -02:00;Flow;Intro - O que tem amanha
19002;carnabelo@msging.net;2018-02-06 10:19:45.82 -02:00;Flow;API  - Carrossel blocos -  Amanha
19003;carnabelo@msging.net;2018-02-06 11:52:46.58 -02:00;Flow;Boas vindas
19004;carnabelo@msging.net;2018-02-06 11:53:01.75 -02:00;Flow;Intro
19005;carnabelo@msging.net;2018-02-06 11:53:05.94 -02:00;Flow;Menu
19006;carnabelo@msging.net;2018-02-06 11:53:07.04 -02:00;Flow;Boas vindas
19007;carnabelo@msging.net;2018-02-06 11:54:30.36 -02:00;Flow;Intro
19008;carnabelo@msging.net;2018-02-06 11:54:34.49 -02:00;Flow;Menu
19009;carnabelo@msging.net;2018-02-06 11:54:46.47 -02:00;Flow;Selecionar data
19010;carnabelo@msging.net;2018-02-06 11:54:54.35 -02:00;Pesquisa - Dia;10/02/2018
19011;carnabelo@msging.net;2018-02-06 11:54:54.50 -02:00;Flow;API -  Carrossel - Bairro
19012;carnabelo@msging.net;2018-02-06 11:55:14.67 -02:00;Flow;Respostas para carrossel
19013;carnabelo@msging.net;2018-02-06 11:55:14.83 -02:00;Flow;Selecionar data
19014;carnabelo@msging.net;2018-02-06 11:55:23.04 -02:00;Pesquisa - Dia;10/02/2018
19015;carnabelo@msging.net;2018-02-06 11:55:23.17 -02:00;Flow;API -  Carrossel - Bairro
19016;carnabelo@msging.net;2018-02-06 11:55:49.63 -02:00;Flow;API  - Carrossel blocos  - Agenda
19017;carnabelo@msging.net;2018-02-06 11:55:49.69 -02:00;Pesquisa - Bairro;Centro
19018;carnabelo@msging.net;2018-02-06 11:56:21.26 -02:00;Flow;Respostas para carrossel
19019;carnabelo@msging.net;2018-02-06 11:56:21.39 -02:00;Flow;API - Buscar info do bloco
19020;carnabelo@msging.net;2018-02-06 11:56:21.84 -02:00;Flow;API - Salvar - Bloco
19021;carnabelo@msging.net;2018-02-06 11:56:21.97 -02:00;Eu vou;Bloco - Então, Brilha!
19022;carnabelo@msging.net;2018-02-06 11:56:23.12 -02:00;Flow;Criar lista de distribuicao
19023;carnabelo@msging.net;2018-02-06 11:56:23.25 -02:00;Flow;Verificar - Horario bloco
19024;carnabelo@msging.net;2018-02-06 11:56:24.06 -02:00;Flow;Agendar - Push
19025;carnabelo@msging.net;2018-02-06 11:56:24.17 -02:00;Flow;Bloco - Agendado
19026;carnabelo@msging.net;2018-02-06 11:56:26.72 -02:00;Flow;API  - Carrossel blocos  - Agenda
19027;carnabelo@msging.net;2018-02-06 11:56:26.80 -02:00;Pesquisa - Bairro;Centro
19028;carnabelo@msging.net;2018-02-06 11:56:37.46 -02:00;Flow;API - Buscar info do bloco
19029;carnabelo@msging.net;2018-02-06 11:56:37.67 -02:00;Flow;API - Como Chegar
19030;carnabelo@msging.net;2018-02-06 11:56:37.78 -02:00;Como chegar;Bloco - Então, Brilha!
19031;carnabelo@msging.net;2018-02-06 11:57:40.53 -02:00;Flow;Respostas para carrossel
19032;carnabelo@msging.net;2018-02-06 11:57:40.66 -02:00;Flow;API  - Carrossel blocos  - Agenda
19033;carnabelo@msging.net;2018-02-06 11:57:40.72 -02:00;Pesquisa - Bairro;Santa Tereza
19034;carnabelo@msging.net;2018-02-06 11:57:52.25 -02:00;Flow;Respostas para carrossel
19035;carnabelo@msging.net;2018-02-06 11:57:52.38 -02:00;Flow;API  - Carrossel blocos  - Agenda
19036;carnabelo@msging.net;2018-02-06 11:57:52.44 -02:00;Pesquisa - Bairro;Santo Agostinho
19037;carnabelo@msging.net;2018-02-06 11:58:03.62 -02:00;Flow;Respostas para carrossel
19038;carnabelo@msging.net;2018-02-06 11:58:03.80 -02:00;Flow;API  - Carrossel blocos  - Agenda
19039;carnabelo@msging.net;2018-02-06 11:58:03.87 -02:00;Pesquisa - Bairro;Anchieta
19040;carnabelo@msging.net;2018-02-06 11:58:13.60 -02:00;Flow;Respostas para carrossel
19041;carnabelo@msging.net;2018-02-06 11:58:13.74 -02:00;Flow;API  - Carrossel blocos  - Agenda
19042;carnabelo@msging.net;2018-02-06 11:58:13.82 -02:00;Pesquisa - Bairro;Floresta
