MessageSequentialID;StorageDate;FromIdentity;ToIdentity;Message;MessageOriginator
165086;2018-02-05 23:56:40.95 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
165090;2018-02-05 23:56:53.01 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
165092;2018-02-05 23:56:54.04 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165097;2018-02-05 23:57:05.06 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165100;2018-02-05 23:57:10.25 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
165102;2018-02-05 23:57:11.59 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165104;2018-02-05 23:57:12.59 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165111;2018-02-05 23:57:34.12 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Floresta neste carnaval ;Bot
165114;2018-02-05 23:57:35.16 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165166;2018-02-05 23:57:58.54 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165171;2018-02-05 23:58:06.07 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
165173;2018-02-05 23:58:07.59 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165176;2018-02-05 23:58:08.61 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165180;2018-02-05 23:58:14.01 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Centro ;Bot
165182;2018-02-05 23:58:15.05 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165185;2018-02-05 23:58:18.75 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;qual o melhor bloco de quinta no centro;User
165186;2018-02-05 23:58:20.08 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;Acho que o bairro centro vai bombar! 😎;Bot
165190;2018-02-05 23:58:36.33 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Savassi ;Bot
165192;2018-02-05 23:58:37.36 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165197;2018-02-05 23:58:44.23 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Funcionários neste carnaval ;Bot
165199;2018-02-05 23:58:45.23 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165204;2018-02-05 23:58:59.32 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Floresta ;Bot
165206;2018-02-05 23:59:00.29 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165211;2018-02-05 23:59:07.68 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Santa Tereza ;Bot
165214;2018-02-05 23:59:08.69 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165216;2018-02-05 23:59:23.30 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
165218;2018-02-05 23:59:25.44 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;Por hoje o carnaval já acabou.  😭;Bot
165220;2018-02-05 23:59:26.46 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;Que tal se planejar para os próximos dias de carnaval?;Bot
165225;2018-02-05 23:59:30.97 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. ";Bot
165229;2018-02-05 23:59:31.99 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Então, Brilha!.  👍;Bot
165232;2018-02-05 23:59:34.60 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165237;2018-02-05 23:59:43.36 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. ";Bot
165239;2018-02-05 23:59:44.38 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Então, Brilha!.  👍;Bot
165244;2018-02-05 23:59:51.13 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. ";Bot
165246;2018-02-05 23:59:52.17 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Quando come se lambuza.  👍;Bot
165249;2018-02-05 23:59:56.42 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;13/02/2018;User
165251;2018-02-05 23:59:57.86 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165254;2018-02-05 23:59:58.87 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
165260;2018-02-06 00:00:09.04 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. ";Bot
165262;2018-02-06 00:00:10.09 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Volta Belchior.  👍;Bot
165268;2018-02-06 00:00:13.87 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Funcionários ;Bot
165270;2018-02-06 00:00:14.87 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165274;2018-02-06 00:00:16.02 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
165277;2018-02-06 00:00:17.04 -02:00;carnabelo@msging.net;1729886800408813@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165279;2018-02-06 00:00:18.35 -02:00;1729886800408813@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165285;2018-02-06 00:00:37.39 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Vem pra folia boa!!!  🎉  
Te espero lá.. ";Bot
165286;2018-02-06 00:00:38.40 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Transa! - Atrás do trio elétrico.  👍;Bot
165289;2018-02-06 00:01:01.34 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
165294;2018-02-06 00:01:12.37 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165298;2018-02-06 00:01:20.84 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
165301;2018-02-06 00:01:22.34 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165303;2018-02-06 00:01:23.35 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165306;2018-02-06 00:01:27.12 -02:00;1626845267403618@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
165310;2018-02-06 00:01:28.54 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net;😱 Não to sabendo de blocos hoje!!! Sorry.;Bot
165312;2018-02-06 00:01:29.01 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Funcionários neste carnaval ;Bot
165315;2018-02-06 00:01:29.56 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net;Que tal se planejar para os próximos dias de carnaval?;Bot
165319;2018-02-06 00:01:29.99 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165324;2018-02-06 00:01:42.58 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Floresta ;Bot
165327;2018-02-06 00:01:43.56 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165328;2018-02-06 00:01:42.73 -02:00;1626845267403618@messenger.gw.msging.net;carnabelo@msging.net;08/02/2018;User
165331;2018-02-06 00:01:44.04 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165334;2018-02-06 00:01:45.07 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
165338;2018-02-06 00:01:47.48 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
165341;2018-02-06 00:01:48.48 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165347;2018-02-06 00:02:05.35 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
165350;2018-02-06 00:02:06.37 -02:00;carnabelo@msging.net;1626845267403618@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165352;2018-02-06 00:02:10.94 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;quero blocos na quinta;User
165354;2018-02-06 00:02:12.41 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165357;2018-02-06 00:02:13.43 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
165359;2018-02-06 00:02:26.66 -02:00;2132001316817479@messenger.gw.msging.net;carnabelo@msging.net;quero blocos na quinta;User
165361;2018-02-06 00:02:29.29 -02:00;carnabelo@msging.net;2132001316817479@messenger.gw.msging.net;Até a quarta-feira de cinzas, todo dia é carnaval!! 🎭;Bot
165365;2018-02-06 00:02:36.53 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. ";Bot
165367;2018-02-06 00:02:37.58 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco do Batiza.  👍;Bot
165422;2018-02-06 00:02:49.58 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. ";Bot
165424;2018-02-06 00:02:50.60 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco Angola Janga.  👍;Bot
165427;2018-02-06 00:02:53.80 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
165430;2018-02-06 00:03:01.84 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
165435;2018-02-06 00:03:06.07 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
165438;2018-02-06 00:03:11.25 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;Menu 🏠;User
165441;2018-02-06 00:03:17.83 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
165444;2018-02-06 00:03:24.10 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;12/02/2018;User
165447;2018-02-06 00:03:25.63 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165448;2018-02-06 00:03:26.60 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165455;2018-02-06 00:03:33.45 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
165457;2018-02-06 00:03:34.47 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165462;2018-02-06 00:03:45.76 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Funcionários ;Bot
165465;2018-02-06 00:03:46.77 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165469;2018-02-06 00:03:53.98 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃
Te espero lá.. ";Bot
165471;2018-02-06 00:03:55.02 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Funk You.  👍;Bot
165476;2018-02-06 00:04:01.77 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Floresta ;Bot
165478;2018-02-06 00:04:02.77 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165483;2018-02-06 00:04:11.66 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. ";Bot
165485;2018-02-06 00:04:12.73 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Corte Devassa.  👍;Bot
165490;2018-02-06 00:04:17.38 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Santo Antônio neste carnaval ;Bot
165493;2018-02-06 00:04:18.38 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165495;2018-02-06 00:04:38.67 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165498;2018-02-06 00:04:44.81 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;13/02/2018;User
165500;2018-02-06 00:04:46.28 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165503;2018-02-06 00:04:47.27 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165507;2018-02-06 00:04:52.23 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Santa Tereza ;Bot
165509;2018-02-06 00:04:53.25 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165515;2018-02-06 00:04:59.19 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Funcionários neste carnaval ;Bot
165518;2018-02-06 00:05:00.19 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165524;2018-02-06 00:05:04.05 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Centro ;Bot
165527;2018-02-06 00:05:05.10 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165530;2018-02-06 00:05:06.18 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Floresta neste carnaval ;Bot
165532;2018-02-06 00:05:07.21 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165539;2018-02-06 00:05:38.77 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃
Te espero lá.. ";Bot
165541;2018-02-06 00:05:39.80 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Baque de Mina.  👍;Bot
165546;2018-02-06 00:05:50.32 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"    🎵 Ô leva eu, LEva LEva 
Te espero lá.. ";Bot
165548;2018-02-06 00:05:51.34 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco Juventude Bronzeada.  👍;Bot
165551;2018-02-06 00:06:00.58 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
165626;2018-02-06 00:12:21.13 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📍 Mais próximo;User
165681;2018-02-06 00:13:09.95 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165684;2018-02-06 00:13:15.19 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;08/02/2018;User
165686;2018-02-06 00:13:16.59 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165688;2018-02-06 00:13:17.57 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165691;2018-02-06 00:13:23.10 -02:00;2046634015352543@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165696;2018-02-06 00:13:28.66 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Tem muita gente falando que vai passar no Savassi neste carnaval ;Bot
165698;2018-02-06 00:13:29.66 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165703;2018-02-06 00:13:35.90 -02:00;2046634015352543@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
165706;2018-02-06 00:13:37.46 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165710;2018-02-06 00:13:38.45 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
165711;2018-02-06 00:13:38.63 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Floresta ;Bot
165714;2018-02-06 00:13:39.64 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165719;2018-02-06 00:13:59.77 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Santa Efigênia neste carnaval ;Bot
165722;2018-02-06 00:14:00.82 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165726;2018-02-06 00:14:20.36 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Funcionários neste carnaval ;Bot
165728;2018-02-06 00:14:20.86 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
165730;2018-02-06 00:14:21.38 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165733;2018-02-06 00:14:22.39 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;😱 Não to sabendo de blocos hoje!!! Sorry.;Bot
165735;2018-02-06 00:14:23.41 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Que tal se planejar para os próximos dias de carnaval?;Bot
165740;2018-02-06 00:14:39.76 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Floresta ;Bot
165742;2018-02-06 00:14:40.73 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165745;2018-02-06 00:14:46.88 -02:00;1793212274086287@messenger.gw.msging.net;carnabelo@msging.net;Blocos para beijar;User
165747;2018-02-06 00:14:49.53 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net; 💕;Bot
165749;2018-02-06 00:14:50.71 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Sei de uma coisa que você vai curtir muito. 😊  ;Bot
165751;2018-02-06 00:14:51.73 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;Me mande uma foto, que farei uma mágica.  📷;Bot
165754;2018-02-06 00:14:59.83 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
165758;2018-02-06 00:15:00.83 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165765;2018-02-06 00:15:16.41 -02:00;carnabelo@msging.net;1793212274086287@messenger.gw.msging.net;"Compartilhe seu carnaval. 📷 🎭
 Envie sua foto com #CaiNaFolia #nomeDoBloco.";Bot
165770;2018-02-06 00:15:25.87 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Santa Tereza ;Bot
165773;2018-02-06 00:15:26.85 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165779;2018-02-06 00:15:44.84 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Barro Preto neste carnaval ;Bot
165782;2018-02-06 00:15:45.86 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
165920;2018-02-06 00:27:27.02 -02:00;2046634015352543@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
165925;2018-02-06 00:27:37.66 -02:00;2046634015352543@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
165928;2018-02-06 00:27:39.13 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
165930;2018-02-06 00:27:40.13 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
165986;2018-02-06 00:28:06.84 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Barreiro neste carnaval ;Bot
165989;2018-02-06 00:28:07.84 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165992;2018-02-06 00:28:32.54 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Pampulha  ;Bot
165995;2018-02-06 00:28:33.56 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
165998;2018-02-06 00:28:45.48 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Centro ;Bot
166000;2018-02-06 00:28:46.45 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
166005;2018-02-06 00:29:18.04 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Santa Tereza neste carnaval ;Bot
166007;2018-02-06 00:29:19.04 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
166014;2018-02-06 00:29:35.16 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Santo Agostinho ;Bot
166016;2018-02-06 00:29:36.14 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
166021;2018-02-06 00:29:48.76 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Anchieta ;Bot
166024;2018-02-06 00:29:49.78 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
166030;2018-02-06 00:30:01.41 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Floresta neste carnaval ;Bot
166033;2018-02-06 00:30:02.43 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
166037;2018-02-06 00:30:18.57 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no Funcionários neste carnaval ;Bot
166039;2018-02-06 00:30:19.56 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
166044;2018-02-06 00:30:38.46 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Savassi ;Bot
166047;2018-02-06 00:30:39.49 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
166051;2018-02-06 00:30:57.47 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Cruzeiro ;Bot
166054;2018-02-06 00:30:58.50 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
166060;2018-02-06 00:31:13.73 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net; Tem muita gente falando que vai passar no São Pedro neste carnaval ;Bot
166063;2018-02-06 00:31:14.75 -02:00;carnabelo@msging.net;2046634015352543@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
166138;2018-02-06 00:37:29.27 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;😱 Não to sabendo de blocos hoje!!! Sorry.;Bot
166139;2018-02-06 00:37:30.27 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;Que tal se planejar para os próximos dias de carnaval?;Bot
166144;2018-02-06 00:37:34.69 -02:00;899107343547531@messenger.gw.msging.net;carnabelo@msging.net;08/02/2018;User
166146;2018-02-06 00:37:36.19 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
166149;2018-02-06 00:37:37.23 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
166153;2018-02-06 00:37:42.68 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
166185;2018-02-06 00:37:43.67 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
166210;2018-02-06 00:37:50.80 -02:00;carnabelo@msging.net;899107343547531@messenger.gw.msging.net;A concentração do Ubloco vai ser na 👉  Avenida Afonso Pena (em frente ao Palácio das Artes), 1537 👈;Bot
